step,time_s,input_acc_m_s2,input_vel_m_s,incident_force,base_relative_velocity_m_s,dashpot_force,net_boundary_force,base_relative_displacement_m,base_relative_acceleration_m_s2,surface_acceleration_m_s2,impedance_c
4240,2.1200000000e+01,-1.5383335680e-01,-3.8881112234e-02,-1.5060981294e+02,-7.5144237332e-02,-1.4553929759e+02,-5.0705153498e+00,8.3358662626e-02,5.8543461340e-02,-1.9531145399e-01,1.9367991845e+03
4241,2.1205000000e+01,-1.4747294520e-01,-3.9634377989e-02,-1.5352766194e+02,-7.6210564819e-02,-1.4760455979e+02,-5.9231021436e+00,8.2978906687e-02,6.2849133509e-02,-1.9365660294e-01,1.9367991845e+03
4242,2.1210000000e+01,-1.3100587920e-01,-4.0330575050e-02,-1.5622444974e+02,-7.7149680767e-02,-1.4942343880e+02,-6.8010109401e+00,8.2594237994e-02,6.8941862793e-02,-1.8492178485e-01,1.9367991845e+03
4243,2.1215000000e+01,-1.2434116140e-01,-4.0968942652e-02,-1.5869722944e+02,-7.7946518685e-02,-1.5096675382e+02,-7.7304756110e+00,8.2205331098e-02,7.6646692184e-02,-1.9117209737e-01,1.9367991845e+03
4244,2.1220000000e+01,-1.3697595090e-01,-4.1622235432e-02,-1.6122782329e+02,-7.8729376633e-02,-1.5248299246e+02,-8.7448308260e+00,8.1812450530e-02,8.3118098930e-02,-2.1821025547e-01,1.9367991845e+03
4245,2.1225000000e+01,-1.5926495760e-01,-4.2362837704e-02,-1.6409661904e+02,-7.9653363595e-02,-1.5427256965e+02,-9.8240493812e+00,8.1415160386e-02,8.2262703934e-02,-2.5470613369e-01,1.9367991845e+03
4246,2.1230000000e+01,-1.7481949740e-01,-4.3198048841e-02,-1.6733189154e+02,-8.0785729122e-02,-1.5646573428e+02,-1.0866157252e+01,8.1012583928e-02,6.9365881207e-02,-2.9777622387e-01,1.9367991845e+03
4247,2.1235000000e+01,-1.7911127430e-01,-4.4082875770e-02,-1.7075935569e+02,-8.2100816930e-02,-1.5901279528e+02,-1.1746560407e+01,8.0603818144e-02,4.7788331622e-02,-3.4008434859e-01,1.9367991845e+03
4248,2.1240000000e+01,-1.8225557550e-01,-4.4986292895e-02,-1.7425883079e+02,-8.3555643823e-02,-1.6183050282e+02,-1.2428327968e+01,8.0188088965e-02,2.9328277171e-02,-3.6498108021e-01,1.9367991845e+03
4249,2.1245000000e+01,-1.9473468030e-01,-4.5928768534e-02,-1.7790960289e+02,-8.5140341619e-02,-1.6489974422e+02,-1.3009858670e+01,7.9764663914e-02,2.4650209258e-02,-3.6725760539e-01,1.9367991845e+03
4250,2.1250000000e+01,-2.1750388650e-01,-4.6959364951e-02,-1.8190171949e+02,-8.6871368851e-02,-1.6825239635e+02,-1.3649323137e+01,7.9332764955e-02,3.3424445362e-02,-3.5309064712e-01,1.9367991845e+03
4251,2.1255000000e+01,-2.4428489220e-01,-4.8113836898e-02,-1.8637368014e+02,-8.8770285056e-02,-1.7193021570e+02,-1.4443464430e+01,7.8891561840e-02,4.6046696813e-02,-3.5047011794e-01,1.9367991845e+03
4252,2.1260000000e+01,-2.6723293470e-01,-4.9392631465e-02,-1.9132721669e+02,-9.0845219727e-02,-1.7594894748e+02,-1.5378269202e+01,7.8440212876e-02,5.3298725314e-02,-3.7538221426e-01,1.9367991845e+03
4253,2.1265000000e+01,-2.7686439270e-01,-5.0752874784e-02,-1.9659625299e+02,-9.3059007560e-02,-1.8023660995e+02,-1.6359643031e+01,7.7978016667e-02,5.0984699768e-02,-4.1522643634e-01,1.9367991845e+03
4254,2.1270000000e+01,-2.6487058860e-01,-5.2107212237e-02,-2.0184241234e+02,-9.5304888265e-02,-1.8458642987e+02,-1.7255982465e+01,7.7504705016e-02,3.8002648435e-02,-4.4719961195e-01,1.9367991845e+03
4255,2.1275000000e+01,-2.3055824970e-01,-5.3345784333e-02,-2.0664014319e+02,-9.7434017737e-02,-1.8871012610e+02,-1.7930017090e+01,7.7020684526e-02,1.5246091737e-02,-4.5686499323e-01,1.9367991845e+03
4256,2.1280000000e+01,-1.8319762980e-01,-5.4380174032e-02,-2.1064695344e+02,-9.9322932182e-02,-1.9236857405e+02,-1.8278379382e+01,7.6526997094e-02,-1.3160400450e-02,-4.5080250558e-01,1.9367991845e+03
4257,2.1285000000e+01,-1.3432008960e-01,-5.5173968330e-02,-2.1372179374e+02,-1.0091765985e-01,-1.9545724131e+02,-1.8264552426e+01,7.6025035010e-02,-4.7525996638e-02,-4.5578543816e-01,1.9367991845e+03
4258,2.1290000000e+01,-8.9777617830e-02,-5.5734212599e-02,-2.1589195502e+02,-1.0224558715e-01,-1.9802916981e+02,-1.7862785212e+01,7.5516156434e-02,-7.0212554325e-02,-4.9042835141e-01,1.9367991845e+03
4259,2.1295000000e+01,-4.8589420500e-02,-5.6080130194e-02,-2.1723190086e+02,-1.0327768071e-01,-2.0002812778e+02,-1.7203773078e+01,7.5001757880e-02,-8.8158036214e-02,-5.4467102765e-01,1.9367991845e+03
4260,2.1300000000e+01,-9.0205068960e-03,-5.6224155013e-02,-2.1778979516e+02,-1.0404379678e-01,-2.0151194076e+02,-1.6277854395e+01,7.4483237943e-02,-1.1020224891e-01,-6.0016589073e-01,1.9367991845e+03
4261,2.1305000000e+01,2.5518439080e-02,-5.6182910182e-02,-2.1763002925e+02,-1.0459338334e-01,-2.0257637955e+02,-1.5053649697e+01,7.3961772747e-02,-1.3651353244e-01,-6.2945791465e-01,1.9367991845e+03
4262,2.1310000000e+01,4.8232375740e-02,-5.5998533145e-02,-2.1691582666e+02,-1.0501231241e-01,-2.0338776103e+02,-1.3528065626e+01,7.3438141906e-02,-1.6123801515e-01,-6.1623849801e-01,1.9367991845e+03
4263,2.1315000000e+01,5.7764272050e-02,-5.5733541526e-02,-2.1588935555e+02,-1.0537759636e-01,-2.0409524269e+02,-1.1794112864e+01,7.2912672118e-02,-1.7419695892e-01,-5.4989253704e-01,1.9367991845e+03
4264,2.1320000000e+01,6.2266149720e-02,-5.5433465472e-02,-2.1472698144e+02,-1.0571675894e-01,-2.0475213250e+02,-9.9748489404e+00,7.2385486080e-02,-1.7809064784e-01,-4.1647679075e-01,1.9367991845e+03
4265,2.1325000000e+01,7.2526860360e-02,-5.5096482946e-02,-2.1342164648e+02,-1.0600681039e-01,-2.0531390392e+02,-8.1077425593e+00,7.1856793926e-02,-1.8229604094e-01,-2.4069010059e-01,1.9367991845e+03
4266,2.1330000000e+01,9.3864189150e-02,-5.4680505323e-02,-2.1181031623e+02,-1.0619501680e-01,-2.0567842193e+02,-6.1318943041e+00,7.1327064947e-02,-1.9489155550e-01,-9.5789380268e-02,1.9367991845e+03
4267,2.1335000000e+01,1.2320271090e-01,-5.4137838072e-02,-2.0970824126e+02,-1.0624339299e-01,-2.0577211690e+02,-3.9361243632e+00,7.0796992281e-02,-2.1754742431e-01,-1.2786937343e-02,1.9367991845e+03
4268,2.1340000000e+01,1.5501379410e-01,-5.3442296810e-02,-2.0701399376e+02,-1.0613683033e-01,-2.0556572643e+02,-1.4482673295e+00,7.0267344403e-02,-2.4280951400e-01,5.4691614218e-02,1.9367991845e+03
4269,2.1345000000e+01,1.8545010390e-01,-5.2591137065e-02,-2.0371694276e+02,-1.0585905182e-01,-2.0502772523e+02,1.3107824752e+00,6.9738923514e-02,-2.6194079863e-01,1.3566190065e-01,1.9367991845e+03
4270,2.1350000000e+01,2.1030432750e-01,-5.1601750986e-02,-1.9988445846e+02,-1.0539571616e-01,-2.0413033712e+02,4.2458786574e+00,6.9212579326e-02,-2.6975318004e-01,2.0153368281e-01,1.9367991845e+03
4271,2.1355000000e+01,2.2548932460e-01,-5.0512266856e-02,-1.9566423451e+02,-1.0475027737e-01,-2.0288025179e+02,7.2160172839e+00,6.8689155673e-02,-2.6308892695e-01,2.4072778958e-01,1.9367991845e+03
4272,2.1360000000e+01,2.3083567650e-01,-4.9371454353e-02,-1.9124518506e+02,-1.0393662744e-01,-2.0130437527e+02,1.0059190209e+01,6.8169439507e-02,-2.4137623716e-01,2.7137445789e-01,1.9367991845e+03
4273,2.1365000000e+01,2.3371157610e-01,-4.8210086222e-02,-1.8674651136e+02,-1.0294502510e-01,-1.9938384067e+02,1.2637329307e+01,6.7654249097e-02,-2.0852513411e-01,3.0216200320e-01,1.9367991845e+03
4274,2.1370000000e+01,2.4281329410e-01,-4.7018774046e-02,-1.8213184646e+02,-1.0172257330e-01,-1.9701619701e+02,1.4884350555e+01,6.7144639256e-02,-1.7241087702e-01,3.4337179053e-01,1.9367991845e+03
4275,2.1375000000e+01,2.5685601480e-01,-4.5769600774e-02,-1.7729305091e+02,-1.0022199721e-01,-1.9410988247e+02,1.6816831563e+01,6.6641947829e-02,-1.4079147299e-01,4.0762262579e-01,1.9367991845e+03
4276,2.1380000000e+01,2.6530477920e-01,-4.4464198789e-02,-1.7223644791e+02,-9.8476736855e-02,-1.9072966363e+02,1.8493215725e+01,6.6147484087e-02,-1.1638814068e-01,4.8853713160e-01,1.9367991845e+03
4277,2.1385000000e+01,2.5992536760e-01,-4.3151123422e-02,-1.6715012131e+02,-9.6604528053e-02,-1.8710357115e+02,1.9953449843e+01,6.5662083580e-02,-9.5847970888e-02,5.7203386234e-01,1.9367991845e+03
4278,2.1390000000e+01,2.4016626180e-01,-4.1900894349e-02,-1.6230723601e+02,-9.4739956364e-02,-1.8349227023e+02,2.1185034217e+01,6.5185907883e-02,-7.3607818897e-02,6.4869601327e-01,1.9367991845e+03
4279,2.1395000000e+01,2.0820547800e-01,-4.0779964999e-02,-1.5796520591e+02,-9.2987748076e-02,-1.8009859464e+02,2.2133388734e+01,6.4718533164e-02,-4.6772032918e-02,7.0933905152e-01,1.9367991845e+03
4280,2.1400000000e+01,1.6763887170e-01,-3.9840354125e-02,-1.5432553076e+02,-9.1423511185e-02,-1.7706898191e+02,2.2743451148e+01,6.4259119803e-02,-1.7061989093e-02,7.4763289990e-01,1.9367991845e+03
4281,2.1405000000e+01,1.2974480370e-01,-3.9096894936e-02,-1.5144566846e+02,-9.0073435751e-02,-1.7445415691e+02,2.3008488450e+01,6.3806646598e-02,1.0538146466e-02,7.6390692913e-01,1.9367991845e+03
4282,2.1410000000e+01,1.0860955110e-01,-3.8501009049e-02,-1.4913744586e+02,-8.8868009436e-02,-1.7211948821e+02,2.2982042346e+01,6.3360304340e-02,4.0240218996e-02,7.6406952149e-01,1.9367991845e+03
4283,2.1415000000e+01,1.0435083390e-01,-3.7968608087e-02,-1.4707513836e+02,-8.7654630198e-02,-1.6976941629e+02,2.2694277926e+01,6.2919928591e-02,5.8454332923e-02,7.5418560069e-01,1.9367991845e+03
4284,2.1420000000e+01,1.0073457360e-01,-3.7455894568e-02,-1.4508909211e+02,-8.6374834126e-02,-1.6729070830e+02,2.2201616187e+01,6.2485735273e-02,8.3629670625e-02,7.4218820062e-01,1.9367991845e+03
4285,2.1425000000e+01,8.1387242550e-02,-3.7000590028e-02,-1.4332542518e+02,-8.5037592963e-02,-1.6470074070e+02,2.1375315519e+01,6.2057956155e-02,1.2083500467e-01,7.2278055547e-01,1.9367991845e+03
4286,2.1430000000e+01,4.5321356340e-02,-3.6683818531e-02,-1.4209837963e+02,-8.3735315911e-02,-1.6217849157e+02,2.0080111942e+01,6.1636505094e-02,1.6749233692e-01,6.7913981470e-01,1.9367991845e+03
4287,2.1435000000e+01,5.1783644790e-03,-3.6557569229e-02,-1.4160934054e+02,-8.2539797168e-02,-1.5986301184e+02,1.8253671306e+01,6.1220953558e-02,2.1377403452e-01,5.9424110136e-01,1.9367991845e+03
4288,2.1440000000e+01,-2.7219169350e-02,-3.6612671241e-02,-1.4182278360e+02,-8.1471673758e-02,-1.5779427129e+02,1.5971487691e+01,6.0810757278e-02,2.4778346289e-01,4.6748066282e-01,1.9367991845e+03
4289,2.1445000000e+01,-4.7230068420e-02,-3.6798794335e-02,-1.4254374972e+02,-8.0514416561e-02,-1.5594025634e+02,1.3396506617e+01,6.0405419381e-02,2.6590392220e-01,3.2635212895e-01,1.9367991845e+03
4290,2.1450000000e+01,-5.3172181620e-02,-3.7049799960e-02,-1.4351604470e+02,-7.9625663742e-02,-1.5421892060e+02,1.0702875903e+01,6.0004608923e-02,2.6941766175e-01,2.1816845137e-01,1.9367991845e+03
4291,2.1455000000e+01,-4.6012225590e-02,-3.7297760978e-02,-1.4447654609e+02,-7.8745889970e-02,-1.5251497548e+02,8.0384293842e+00,5.9608247392e-02,2.6215056632e-01,1.6835216465e-01,1.9367991845e+03
4292,2.1460000000e+01,-3.4222126140e-02,-3.7498346858e-02,-1.4525353523e+02,-7.7832511194e-02,-1.5074594421e+02,5.4924089803e+00,5.9216464977e-02,2.4964880614e-01,1.4381110646e-01,1.9367991845e+03
4293,2.1465000000e+01,-3.2597423370e-02,-3.7665395731e-02,-1.4590061547e+02,-7.6919206851e-02,-1.4897705710e+02,3.0764416284e+00,5.8829308805e-02,2.3755238755e-01,8.7102379840e-02,1.9367991845e+03
4294,2.1470000000e+01,-5.0321081700e-02,-3.7872691994e-02,-1.4670359794e+02,-7.6127234540e-02,-1.4744316578e+02,7.3956783687e-01,5.8446335882e-02,2.2903468079e-01,-1.3072023868e-02,1.9367991845e+03
4295,2.1475000000e+01,-8.1675470160e-02,-3.8202683374e-02,-1.4798185201e+02,-7.5594771290e-02,-1.4641189139e+02,-1.5699606212e+00,5.8066451323e-02,2.2149552999e-01,-1.2255815550e-01,1.9367991845e+03
4296,2.1480000000e+01,-1.0995371730e-01,-3.8681756342e-02,-1.4983758828e+02,-7.5385519871e-02,-1.4600661341e+02,-3.8309748689e+00,5.7688165775e-02,2.0790124805e-01,-2.1623001251e-01,1.9367991845e+03
4297,2.1485000000e+01,-1.1881263780e-01,-3.9253672230e-02,-1.5205296073e+02,-7.5445799875e-02,-1.4612336367e+02,-5.9295970562e+00,5.7310110334e-02,1.8265823339e-01,-2.8684926404e-01,1.9367991845e+03
4298,2.1490000000e+01,-1.0329576840e-01,-3.9808943246e-02,-1.5420385763e+02,-7.5635447677e-02,-1.4649067338e+02,-7.7131842475e+00,5.6931482955e-02,1.4654231268e-01,-3.2764628039e-01,1.9367991845e+03
4299,2.1495000000e+01,-7.2579618540e-02,-4.0248631713e-02,-1.5590703416e+02,-7.5809027668e-02,-1.4682686297e+02,-9.0801711919e+00,5.6552162138e-02,1.0722267045e-01,-3.3984203790e-01,1.9367991845e+03
4300,2.1500000000e+01,-4.2297002010e-02,-4.0535823264e-02,-1.5701949888e+02,-7.5887997057e-02,-1.4697981081e+02,-1.0039688069e+01,5.6172471242e-02,7.4105909091e-02,-3.3586007749e-01,1.9367991845e+03
4301,2.1505000000e+01,-2.3906126340e-02,-4.0701331085e-02,-1.5766060971e+02,-7.5883571396e-02,-1.4697123920e+02,-1.0689370510e+01,5.5792792282e-02,5.0777109766e-02,-3.3051350199e-01,1.9367991845e+03
4302,2.1510000000e+01,-2.2437794970e-02,-4.0817190888e-02,-1.5810940405e+02,-7.5885770246e-02,-1.4697549793e+02,-1.1133906125e+01,5.5413195984e-02,3.3140200689e-02,-3.4361324808e-01,1.9367991845e+03
4303,2.1515000000e+01,-3.6224484480e-02,-4.0963846587e-02,-1.5867748933e+02,-7.6029179329e-02,-1.4725325252e+02,-1.1424236806e+01,5.5033180590e-02,1.5205923384e-02,-3.8186851269e-01,1.9367991845e+03
4304,2.1520000000e+01,-5.4753043500e-02,-4.1191290407e-02,-1.5955851534e+02,-7.6419958265e-02,-1.4801011285e+02,-1.1548402490e+01,5.4651694769e-02,-7.8167592268e-03,-4.2722776597e-01,1.9367991845e+03
4305,2.1525000000e+01,-6.1028343540e-02,-4.1480743875e-02,-1.6067974182e+02,-7.7079848394e-02,-1.4928818751e+02,-1.1391554308e+01,5.4267494120e-02,-4.6138400347e-02,-4.5529646132e-01,1.9367991845e+03
4306,2.1530000000e+01,-4.2211154700e-02,-4.1738842620e-02,-1.6167951270e+02,-7.7863242777e-02,-1.5080546511e+02,-1.0874047584e+01,5.3879727914e-02,-7.6410413906e-02,-4.4196275423e-01,1.9367991845e+03
4307,2.1535000000e+01,-3.4162991460e-03,-4.1852911255e-02,-1.6212136878e+02,-7.8528142969e-02,-1.5209324326e+02,-1.0028125512e+01,5.3488594874e-02,-1.0238625502e-01,-3.6935618941e-01,1.9367991845e+03
4308,2.1540000000e+01,3.1170352860e-02,-4.1783526121e-02,-1.6185259863e+02,-7.8980070835e-02,-1.5296853679e+02,-8.8840618462e+00,5.3094992867e-02,-1.2343696072e-01,-2.4272188465e-01,1.9367991845e+03
4309,2.1545000000e+01,3.8235161700e-02,-4.1610012334e-02,-1.6118047591e+02,-7.9305870140e-02,-1.5359954461e+02,-7.5809312992e+00,5.2699604896e-02,-1.2979985835e-01,-1.3339224367e-01,1.9367991845e+03
4310,2.1550000000e+01,1.7862234390e-02,-4.1469768844e-02,-1.6063722896e+02,-7.9685296986e-02,-1.5433441822e+02,-6.3028107371e+00,5.2302370857e-02,-1.2523015237e-01,-1.0656965930e-01,1.9367991845e+03
4311,2.1555000000e+01,-7.3642492800e-03,-4.1443523881e-02,-1.6053556651e+02,-8.0246657808e-02,-1.5542166140e+02,-5.1139051103e+00,5.1902580539e-02,-1.2175656374e-01,-1.1798156516e-01,1.9367991845e+03
4312,2.1560000000e+01,-1.5313920120e-02,-4.1500219305e-02,-1.6075518181e+02,-8.0965454146e-02,-1.5681382556e+02,-3.9413562494e+00,5.1499456758e-02,-1.2650911296e-01,-1.1385599641e-01,1.9367991845e+03
4313,2.1565000000e+01,-3.6424824300e-03,-4.1547610311e-02,-1.6093875554e+02,-8.1712427922e-02,-1.5826056376e+02,-2.6781917747e+00,5.1092697010e-02,-1.3671180729e-01,-8.2908501282e-02,1.9367991845e+03
4314,2.1570000000e+01,1.4599536300e-02,-4.1520217676e-02,-1.6083264747e+02,-8.2367484148e-02,-1.5952927613e+02,-1.3033713444e+00,5.0682557602e-02,-1.4185102109e-01,-1.1645236431e-02,1.9367991845e+03
4315,2.1575000000e+01,2.7560361150e-02,-4.1414817933e-02,-1.6042437120e+02,-8.2872611852e-02,-1.6050760705e+02,8.3235855105e-02,5.0269631282e-02,-1.3328299229e-01,7.6917797380e-02,1.9367991845e+03
4316,2.1580000000e+01,3.0992144400e-02,-4.1268436669e-02,-1.5985734897e+02,-8.3220154694e-02,-1.6118072775e+02,1.3233787735e+00,4.9854617719e-02,-1.0999484037e-01,1.4098135060e-01,1.9367991845e+03
4317,2.1585000000e+01,2.3873272650e-02,-4.1131273126e-02,-1.5932603250e+02,-8.3440523673e-02,-1.6160753820e+02,2.2815057077e+00,4.9438150235e-02,-7.8102408771e-02,1.6670864051e-01,1.9367991845e+03
4318,2.1590000000e+01,6.6656575980e-03,-4.1054925801e-02,-1.5903029362e+02,-8.3611080815e-02,-1.6193787314e+02,2.9075795160e+00,4.9020599831e-02,-4.8448570744e-02,1.4929850817e-01,1.9367991845e+03
4319,2.1595000000e+01,-1.4887960110e-02,-4.1075481557e-02,-1.5910991837e+02,-8.3835079969e-02,-1.6237171452e+02,3.2617961517e+00,4.8601910511e-02,-2.9992004414e-02,1.1008373009e-01,1.9367991845e+03
4320,2.1600000000e+01,-3.1879507950e-02,-4.1192400227e-02,-1.5956281434e+02,-8.4171687659e-02,-1.6302365602e+02,3.4608416806e+00,4.8181666712e-02,-2.1819891267e-02,9.2329896748e-02,1.9367991845e+03
4321,2.1605000000e+01,-4.0135976730e-02,-4.1372438939e-02,-1.6026021200e+02,-8.4589546328e-02,-1.6383296435e+02,3.5727523499e+00,4.7759424245e-02,-1.4058194886e-02,1.1579630805e-01,1.9367991845e+03
4322,2.1610000000e+01,-4.2675138270e-02,-4.1579466726e-02,-1.6106215450e+02,-8.4995724249e-02,-1.6461964941e+02,3.5574949163e+00,4.7335050875e-02,3.8975188406e-03,1.6010267483e-01,1.9367991845e+03
4323,2.1615000000e+01,-4.6168145730e-02,-4.1801574936e-02,-1.6192251250e+02,-8.5304119707e-02,-1.6521694948e+02,3.2944369883e+00,4.6908838875e-02,3.4072705059e-02,1.8877638904e-01,1.9367991845e+03
4324,2.1620000000e+01,-5.3490104100e-02,-4.2050720561e-02,-1.6288760258e+02,-8.5506498995e-02,-1.6560891752e+02,2.7213149438e+00,4.6481302489e-02,6.3495595807e-02,1.8476033817e-01,1.9367991845e+03
4325,2.1625000000e+01,-5.9817181320e-02,-4.2333988774e-02,-1.6398486987e+02,-8.5649945377e-02,-1.6588674436e+02,1.9018744894e+00,4.6052863003e-02,8.1138976904e-02,1.4465979539e-01,1.9367991845e+03
4326,2.1630000000e+01,-5.7544537860e-02,-4.2627393072e-02,-1.6512140028e+02,-8.5770708562e-02,-1.6612063840e+02,9.9923811758e-01,4.5623780893e-02,8.0643080382e-02,7.6053604967e-02,1.9367991845e+03
4327,2.1635000000e+01,-4.3324952670e-02,-4.2879566799e-02,-1.6609822002e+02,-8.5862172111e-02,-1.6629778492e+02,1.9956490933e-01,4.5194271782e-02,6.5841838402e-02,1.1747909880e-03,1.9367991845e+03
4328,2.1640000000e+01,-2.0750474970e-02,-4.3039755368e-02,-1.6671872620e+02,-8.5873030520e-02,-1.6631881548e+02,-3.9991071337e-01,4.4764677662e-02,4.9091208660e-02,-4.9941844402e-02,1.9367991845e+03
4329,2.1645000000e+01,8.7310579410e-04,-4.3089448791e-02,-1.6691121856e+02,-8.5748090389e-02,-1.6607683154e+02,-8.3438701925e-01,4.4335551901e-02,4.0897269526e-02,-7.6351392642e-02,1.9367991845e+03
4330,2.1650000000e+01,1.2475298520e-02,-4.3056077780e-02,-1.6678195266e+02,-8.5482203053e-02,-1.6556186116e+02,-1.2200915006e+00,4.3907531329e-02,4.3778797283e-02,-9.5747889712e-02,1.9367991845e+03
4331,2.1655000000e+01,1.2624871590e-02,-4.2993327355e-02,-1.6653888272e+02,-8.5129817690e-02,-1.6487936148e+02,-1.6595212396e+00,4.3481099529e-02,5.1521018683e-02,-1.2377151150e-01,1.9367991845e+03
4332,2.1660000000e+01,9.1403831340e-03,-4.2938914218e-02,-1.6632810808e+02,-8.4763287321e-02,-1.6416946576e+02,-2.1586423225e+00,4.3056460696e-02,5.3706030706e-02,-1.6083164833e-01,1.9367991845e+03
4333,2.1665000000e+01,1.0296732960e-02,-4.2890321428e-02,-1.6613987913e+02,-8.4426249493e-02,-1.6351669117e+02,-2.6231879584e+00,4.2633593570e-02,4.4100518189e-02,-1.8687726415e-01,1.9367991845e+03
4334,2.1670000000e+01,1.8456180840e-02,-4.2818439143e-02,-1.6586143603e+02,-8.4125875477e-02,-1.6293492702e+02,-2.9265090079e+00,4.2212384214e-02,2.3339914972e-02,-1.8388058093e-01,1.9367991845e+03
4335,2.1675000000e+01,3.1786832880e-02,-4.2692831609e-02,-1.6537488289e+02,-8.3852013720e-02,-1.6240451179e+02,-2.9703710962e+00,4.1792721371e-02,-4.6801883218e-03,-1.4532500661e-01,1.9367991845e+03
4336,2.1680000000e+01,4.7140601220e-02,-4.2495513024e-02,-1.6461054994e+02,-8.3596041088e-02,-1.6190874421e+02,-2.7018057320e+00,4.1374516456e-02,-3.3474719711e-02,-8.6371052614e-02,1.9367991845e+03
4337,2.1685000000e+01,6.1272131850e-02,-4.2224481191e-02,-1.6356068147e+02,-8.3332373397e-02,-1.6139807284e+02,-2.1626086357e+00,4.0957727981e-02,-5.4216532360e-02,-3.4239653455e-02,1.9367991845e+03
4338,2.1690000000e+01,7.0801585470e-02,-4.1894296898e-02,-1.6228168013e+02,-8.3041466837e-02,-1.6083464525e+02,-1.4470348831e+00,4.0542416613e-02,-6.6782062460e-02,-1.1962995802e-02,1.9367991845e+03
4339,2.1695000000e+01,7.2403303410e-02,-4.1536284675e-02,-1.6089488457e+02,-8.2750726877e-02,-1.6027154033e+02,-6.2334424039e-01,4.0128602727e-02,-7.6024080908e-02,-1.7068863125e-02,1.9367991845e+03
4340,2.1700000000e+01,6.4077615270e-02,-4.1195082379e-02,-1.5957320391e+02,-8.2527832536e-02,-1.5983983876e+02,2.6663484185e-01,3.9716036425e-02,-8.2523441486e-02,-2.5698034034e-02,1.9367991845e+03
4341,2.1705000000e+01,4.8167531640e-02,-4.0914469511e-02,-1.5848622237e+02,-8.2431565908e-02,-1.5965338963e+02,1.1671672599e+00,3.9304145845e-02,-8.2975777388e-02,-1.3686972132e-02,1.9367991845e+03
4342,2.1710000000e+01,3.3212480940e-02,-4.0711019480e-02,-1.5769813866e+02,-8.2458599247e-02,-1.5970574778e+02,2.0076091191e+00,3.8892273421e-02,-7.5742462828e-02,2.4090002587e-02,1.9367991845e+03
4343,2.1715000000e+01,2.5750936080e-02,-4.0563610937e-02,-1.5712713717e+02,-8.2536841752e-02,-1.5985728780e+02,2.7301506290e+00,3.8480024733e-02,-6.2454947820e-02,7.7278896140e-02,1.9367991845e+03
4344,2.1720000000e+01,2.3908569030e-02,-4.0439462175e-02,-1.5664623472e+02,-8.2582746694e-02,-1.5994619645e+02,3.2999617284e+00,3.8067417433e-02,-4.5925216663e-02,1.3139522748e-01,1.9367991845e+03
4345,2.1725000000e+01,2.1613666680e-02,-4.0325656585e-02,-1.5620539758e+02,-8.2563035923e-02,-1.5990802065e+02,3.7026230670e+00,3.7654725877e-02,-2.9376822479e-02,1.7441602045e-01,1.9367991845e+03
4346,2.1730000000e+01,1.3112811180e-02,-4.0238840391e-02,-1.5586910651e+02,-8.2514375237e-02,-1.5981377467e+02,3.9446681598e+00,3.7242161975e-02,-1.5722393310e-02,2.0076340321e-01,1.9367991845e+03
4347,2.1735000000e+01,-6.1968288690e-03,-4.0221550435e-02,-1.5580213216e+02,-8.2529259444e-02,-1.5984260239e+02,4.0404702259e+00,3.6829562415e-02,-5.0011822358e-03,2.0812576227e-01,1.9367991845e+03
4348,2.1740000000e+01,-3.7646728470e-02,-4.0331159328e-02,-1.5622671299e+02,-8.2713983168e-02,-1.6020037515e+02,3.9736621535e+00,3.6416223116e-02,8.5863982208e-03,1.9730629371e-01,1.9367991845e+03
4349,2.1745000000e+01,-7.5206815020e-02,-4.0613293187e-02,-1.5731958625e+02,-8.3132259105e-02,-1.6101049164e+02,3.6909053908e+00,3.6001059854e-02,2.6068045453e-02,1.7452499618e-01,1.9367991845e+03
4350,2.1750000000e+01,-1.0824236280e-01,-4.1071916132e-02,-1.5909610734e+02,-8.3757694176e-02,-1.6222183378e+02,3.1257264376e+00,3.5582948339e-02,5.3323395102e-02,1.4603210866e-01,1.9367991845e+03
4351,2.1755000000e+01,-1.2942597870e-01,-4.1666086985e-02,-1.6139768659e+02,-8.4487298058e-02,-1.6363492998e+02,2.2372433901e+00,3.5161200201e-02,8.2665678203e-02,1.1959554758e-01,1.9367991845e+03
4352,2.1760000000e+01,-1.3955137020e-01,-4.2338530358e-02,-1.6400246214e+02,-8.5225029400e-02,-1.6506376744e+02,1.0613053013e+00,3.4735651945e-02,1.0742759530e-01,9.7609089163e-02,1.9367991845e+03
4353,2.1765000000e+01,-1.4281662870e-01,-4.3044450355e-02,-1.6673691269e+02,-8.5920056445e-02,-1.6640989526e+02,-3.2701743314e-01,3.4306477147e-02,1.2458214125e-01,7.0668024598e-02,1.9367991845e+03
4354,2.1770000000e+01,-1.4015252700e-01,-4.3751873244e-02,-1.6947718484e+02,-8.6556701452e-02,-1.6764294879e+02,-1.8342360528e+00,3.3873989549e-02,1.3256789785e-01,2.8358340199e-02,1.9367991845e+03
4355,2.1775000000e+01,-1.2991628250e-01,-4.4427045268e-02,-1.7209253009e+02,-8.7121354588e-02,-1.6873656852e+02,-3.3559615701e+00,3.3438576907e-02,1.3100746586e-01,-3.4805186604e-02,1.9367991845e+03
